7.499083963168443057e-02,-4.443160175919764199e-01,-3.286418518575734415e-02
-1.840298707831334590e-01,-2.100227403265772508e-01,6.122475277059829385e-02
-1.450767387467680886e-02,-6.554927958471062910e-02,-4.134141762605521297e-02
1.458454824188163967e-01,-2.136737874233190226e-01,4.376618823201269826e-03
-2.733496825458081037e-01,1.330029662083158093e-01,-1.185681038375624580e-01
7.024108677032299131e-01,1.441242541492393225e-01,-9.758353651487181035e-04
-6.988961373924489351e-01,-4.052883873145568527e-01,1.565695510000568447e-02
-4.771213510974877670e-01,5.824768916354221560e-01,-4.266192286041194104e-02
-2.772142972935523475e-01,-1.082891451487789508e-01,1.122888816253632821e-01
-9.715117050587895875e-02,-5.685731602855811223e-02,-7.731451471040928780e-02
-2.624013094798558487e-01,1.283761849836722591e-01,-1.752372594776155368e-02
-6.413408075120715646e-01,-3.908993195187710490e-01,-4.361270882086418221e-02
-4.441771701884583146e-01,-3.460520908097229342e-01,2.722803923489699671e-02
-5.328818214999158087e-01,2.705977608996785189e-01,-5.727460356993830520e-03
-1.943176997069118173e-01,-2.272124658650033768e-01,-1.674659323701830141e-02
3.917703224355648106e-01,5.468634165711809825e-01,3.322166846246668581e-02
-2.127632585319630953e-01,1.018563844981163480e-01,-4.324922668451446073e-02
-3.314668802382557677e-01,1.648111330781591444e-01,-5.442336707444468333e-03
3.355754441630408591e-01,-3.925385403992026068e-01,-4.922561252601942439e-02
-2.539001923686010076e-01,-1.494769878347460001e-02,-3.846961984969348575e-03
4.882941853264833876e-01,3.869833760660083555e-01,5.216234140208050180e-02
-9.030197277806475964e-02,-3.554309792790121825e-01,6.145438536043918917e-03
-6.092105236401799961e-02,-2.184623051029731533e-01,-4.592738290288196634e-02
-2.641414555122910679e-01,4.180325331884789386e-01,-8.649806237990791472e-03
-1.811382430407217081e-02,8.449334472138671226e-02,5.522794263949831750e-02
9.772876164046087263e-03,-5.854444427005452978e-01,-9.366338333685591405e-03
-1.861186465261604334e-02,1.155825761533137569e-01,-6.637049505369811003e-03
-6.214149712963020766e-01,6.804152019362922355e-01,-2.562282784543234299e-02
7.897174876300507851e-01,7.761033331997713169e-02,6.645550316531773083e-04
8.023235572836838470e-02,1.101258375244013321e-01,-5.900157072763988209e-02
-4.415572907833798522e-01,-2.366870402933681783e-01,8.871950040650000702e-02
5.022922275285619520e-01,4.862358574652004828e-01,4.511019296819886171e-03
-9.828781211402465301e-02,-3.419727765779876361e-01,-4.464888298511856396e-02
-6.707161683161318999e-01,-3.490322043805832442e-01,5.282218858986169330e-02
4.521366682459884156e-01,6.213531494783458564e-01,1.913700549000413309e-02
1.686886922608030193e-01,-2.948027725405745203e-01,-6.805145934858700119e-02
-1.731747145428945978e-01,8.762646027333280407e-02,-1.038076991185178516e-01
3.782793564633225025e-01,7.541948572457116695e-01,3.249996447276210648e-02
-2.282367496849205535e-01,1.312921525964605984e-01,-1.438742102002863454e-01
-7.102562112129611194e-01,-4.840948327174705579e-01,2.120731828824470866e-02
-3.671953380619588092e-01,4.571454373889589085e-01,-2.667325360514120197e-02
